id,enhanceType,type,param1,param2,caption
3298,10,34,12,0,695
3299,10,34,13,0,695
3300,10,34,14,0,695
3301,10,34,15,0,695
3302,10,34,16,0,695
3303,10,34,17,0,695
3304,10,34,18,0,695
3305,10,34,19,0,695
3306,10,34,20,0,695
3307,10,34,21,0,695
3308,10,34,22,0,695
3309,10,34,23,0,695
3310,10,34,24,0,695
3311,10,34,25,0,695
3312,10,34,26,0,695
3313,10,34,27,0,695
3314,10,34,28,0,695
3315,10,34,30,0,695
3316,10,47,25,0,696
3317,10,47,50,0,696
3318,10,47,75,0,696
3319,10,47,100,0,696
3320,10,47,125,0,696
3321,10,47,150,0,696
3322,10,47,175,0,696
3323,10,47,200,0,696
3324,10,47,225,0,696
3325,10,47,250,0,696
3326,10,47,275,0,696
3327,10,47,300,0,696
3328,10,47,325,0,696
3329,10,47,350,0,696
3330,10,47,375,0,696
3331,10,47,400,0,696
3332,10,47,425,0,696
3333,10,47,450,0,696
3334,10,47,475,0,696
3335,10,47,500,0,696
3336,10,49,1,0,697
3337,10,49,2,0,697
3338,10,49,3,0,697
3339,10,49,4,0,697
3340,10,49,5,0,697
3341,10,49,6,0,697
3342,10,49,7,0,697
3343,10,49,8,0,697
3344,10,49,9,0,697
3345,10,49,10,0,697
3346,10,49,11,0,697
3347,10,49,12,0,697
3348,10,49,13,0,697
3349,10,49,14,0,697
3350,10,49,15,0,697
3351,10,49,16,0,697
3352,10,49,17,0,697
3353,10,49,18,0,697
3354,10,49,19,0,697
3355,10,49,20,0,697
3356,10,50,3,0,698
3357,10,50,4,0,698
3358,10,50,5,0,698
3359,10,50,6,0,698
3360,10,50,7,0,698
3361,10,50,8,0,698
3362,10,50,9,0,698
3363,10,50,10,0,698
3364,10,50,11,0,698
3365,10,50,12,0,698
3366,10,50,13,0,698
3367,10,50,14,0,698
3368,10,50,15,0,698
3369,10,50,16,0,698
3370,10,50,17,0,698
3371,10,50,18,0,698
3372,10,50,19,0,698
3373,10,50,20,0,698
3374,10,50,21,0,698
3375,10,50,25,0,698
3376,5,49,10,0,699
3377,5,49,1,0,699
3378,5,49,2,0,699
3379,5,49,3,0,699
3380,5,49,4,0,699
3381,5,49,5,0,699
3382,5,49,6,0,699
3383,5,49,7,0,699
3384,5,49,8,0,699
3385,5,49,9,0,699
3386,5,49,10,0,699
3387,5,49,3,0,700
3388,5,49,1,0,700
3389,5,49,2,0,700
3390,5,49,3,0,700
3391,5,49,4,0,700
3392,5,49,5,0,700
3393,5,49,6,0,700
3394,5,49,7,0,700
3395,5,49,8,0,700
3396,5,49,9,0,700
3397,5,49,10,0,700
3398,7,80,1,0,701
3399,7,80,2,0,701
3400,7,80,3,0,701
3401,7,80,4,0,701
3402,7,80,5,0,701
3403,7,80,6,0,701
3404,7,80,7,0,701
3405,7,80,8,0,701
3406,7,80,9,0,701
3407,7,80,10,0,701
3408,7,80,11,0,701
3409,7,80,12,0,701
3410,7,80,13,0,701
3411,7,80,14,0,701
3412,7,80,15,0,701
3413,7,80,16,0,701
3414,7,80,17,0,701
3415,7,80,18,0,701
3416,7,80,19,0,701
3417,7,80,20,0,701
3418,18,15,1,0,702
3419,18,15,2,0,702
3420,18,15,3,0,702
3421,18,15,4,0,702
3422,18,15,5,0,702
3423,18,15,6,0,702
3424,18,15,7,0,702
3425,18,15,8,0,702
3426,18,15,9,0,702
3427,18,15,10,0,702
3428,18,15,11,0,702
3429,18,15,12,0,702
3430,18,15,13,0,702
3431,18,15,14,0,702
3432,18,15,15,0,702
3433,18,15,16,0,702
3434,18,15,17,0,702
3435,18,15,18,0,702
3436,18,15,19,0,702
3437,18,15,20,0,702
3438,17,55,10,0,703
3439,17,55,12,0,703
3440,17,55,14,0,703
3441,17,55,16,0,703
3442,17,55,18,0,703
3443,17,55,20,0,703
3444,17,55,22,0,703
3445,17,55,24,0,703
3446,17,55,26,0,703
3447,17,55,28,0,703
3448,17,55,30,0,703
3449,17,55,32,0,703
3450,17,55,34,0,703
3451,17,55,36,0,703
3452,17,55,38,0,703
3453,17,55,40,0,703
3454,17,55,42,0,703
3455,17,55,44,0,703
3456,17,55,46,0,703
3457,17,55,50,0,703
3458,17,47,10,0,704
3459,17,47,20,0,704
3460,17,47,30,0,704
3461,17,47,40,0,704
3462,17,47,50,0,704
3463,17,47,60,0,704
3464,17,47,70,0,704
3465,17,47,80,0,704
3466,17,47,90,0,704
3467,17,47,100,0,704
3468,17,47,110,0,704
3469,17,47,120,0,704
3470,17,47,130,0,704
3471,17,47,140,0,704
3472,17,47,150,0,704
3473,17,47,160,0,704
3474,17,47,170,0,704
3475,17,47,180,0,704
3476,17,47,190,0,704
3477,17,47,200,0,704
3478,17,35,10,0,705
3479,17,35,20,0,705
3480,17,35,30,0,705
3481,17,35,40,0,705
3482,17,35,50,0,705
3483,17,35,60,0,705
3484,17,35,70,0,705
3485,17,35,80,0,705
3486,17,35,90,0,705
3487,17,35,100,0,705
3488,17,35,110,0,705
3489,17,35,120,0,705
3490,17,35,130,0,705
3491,17,35,140,0,705
3492,17,35,150,0,705
3493,17,35,160,0,705
3494,17,35,170,0,705
3495,17,35,180,0,705
3496,17,35,190,0,705
3497,17,35,200,0,705
3498,4,45,1,0,706
3499,4,45,2,0,706
3500,4,45,3,0,706
3501,4,45,4,0,706
3502,4,45,5,0,706
3503,4,45,6,0,706
3504,4,45,7,0,706
3505,4,45,8,0,706
3506,4,45,9,0,706
3507,4,45,10,0,706
3508,4,45,11,0,706
3509,4,45,12,0,706
3510,4,45,13,0,706
3511,4,45,14,0,706
3512,4,45,15,0,706
3513,4,45,16,0,706
3514,4,45,17,0,706
3515,4,45,18,0,706
3516,4,45,19,0,706
3517,4,45,20,0,706
3518,5,79,12,5,707
3519,5,79,12,6,707
3520,5,79,12,7,707
3521,5,79,12,8,707
3522,5,79,12,9,707
3523,5,79,12,10,707
3524,5,79,12,11,707
3525,5,79,12,12,707
3526,5,79,12,13,707
3527,5,79,12,14,707
3528,5,79,12,15,707
3529,5,79,12,16,707
3530,5,79,12,17,707
3531,5,79,12,18,707
3532,5,79,12,19,707
3533,5,79,12,20,707
3534,5,79,12,21,707
3535,5,79,12,22,707
3536,5,79,12,23,707
3537,5,79,12,25,707
3538,5,79,13,1,708
3539,5,79,13,2,708
3540,5,79,13,3,708
3541,5,79,13,4,708
3542,5,79,13,5,708
3543,5,79,13,6,708
3544,5,79,13,7,708
3545,5,79,13,8,708
3546,5,79,13,9,708
3547,5,79,13,10,708
3548,5,79,13,11,708
3549,5,79,13,12,708
3550,5,79,13,13,708
3551,5,79,13,14,708
3552,5,79,13,15,708
3553,5,79,13,16,708
3554,5,79,13,17,708
3555,5,79,13,18,708
3556,5,79,13,19,708
3557,5,79,13,20,708
3558,5,79,14,1,709
3559,5,79,14,2,709
3560,5,79,14,3,709
3561,5,79,14,4,709
3562,5,79,14,5,709
3563,5,79,14,6,709
3564,5,79,14,7,709
3565,5,79,14,8,709
3566,5,79,14,9,709
3567,5,79,14,10,709
3568,5,79,14,11,709
3569,5,79,14,12,709
3570,5,79,14,13,709
3571,5,79,14,14,709
3572,5,79,14,15,709
3573,5,79,14,16,709
3574,5,79,14,17,709
3575,5,79,14,18,709
3576,5,79,14,19,709
3577,5,79,14,20,709
3578,5,79,15,1,710
3579,5,79,15,2,710
3580,5,79,15,3,710
3581,5,79,15,4,710
3582,5,79,15,5,710
3583,5,79,15,6,710
3584,5,79,15,7,710
3585,5,79,15,8,710
3586,5,79,15,9,710
3587,5,79,15,10,710
3588,5,79,15,11,710
3589,5,79,15,12,710
3590,5,79,15,13,710
3591,5,79,15,14,710
3592,5,79,15,15,710
3593,5,79,15,16,710
3594,5,79,15,17,710
3595,5,79,15,18,710
3596,5,79,15,19,710
3597,5,79,15,20,710
3598,5,79,16,1,711
3599,5,79,16,2,711
3600,5,79,16,3,711
3601,5,79,16,4,711
3602,5,79,16,5,711
3603,5,79,16,6,711
3604,5,79,16,7,711
3605,5,79,16,8,711
3606,5,79,16,9,711
3607,5,79,16,10,711
3608,5,79,16,11,711
3609,5,79,16,12,711
3610,5,79,16,13,711
3611,5,79,16,14,711
3612,5,79,16,15,711
3613,5,79,16,16,711
3614,5,79,16,17,711
3615,5,79,16,18,711
3616,5,79,16,19,711
3617,5,79,16,20,711
3618,5,79,17,1,712
3619,5,79,17,2,712
3620,5,79,17,3,712
3621,5,79,17,4,712
3622,5,79,17,5,712
3623,5,79,17,6,712
3624,5,79,17,7,712
3625,5,79,17,8,712
3626,5,79,17,9,712
3627,5,79,17,10,712
3628,5,79,17,11,712
3629,5,79,17,12,712
3630,5,79,17,13,712
3631,5,79,17,14,712
3632,5,79,17,15,712
3633,5,79,17,16,712
3634,5,79,17,17,712
3635,5,79,17,18,712
3636,5,79,17,19,712
3637,5,79,17,20,712
3638,5,79,26,1,713
3639,5,79,26,2,713
3640,5,79,26,3,713
3641,5,79,26,4,713
3642,5,79,26,5,713
3643,5,79,26,6,713
3644,5,79,26,7,713
3645,5,79,26,8,713
3646,5,79,26,9,713
3647,5,79,26,10,713
3648,5,79,26,11,713
3649,5,79,26,12,713
3650,5,79,26,13,713
3651,5,79,26,14,713
3652,5,79,26,15,713
3653,5,79,26,16,713
3654,5,79,26,17,713
3655,5,79,26,18,713
3656,5,79,26,19,713
3657,5,79,26,20,713
3658,5,79,27,1,714
3659,5,79,27,2,714
3660,5,79,27,3,714
3661,5,79,27,4,714
3662,5,79,27,5,714
3663,5,79,27,6,714
3664,5,79,27,7,714
3665,5,79,27,8,714
3666,5,79,27,9,714
3667,5,79,27,10,714
3668,5,79,27,11,714
3669,5,79,27,12,714
3670,5,79,27,13,714
3671,5,79,27,14,714
3672,5,79,27,15,714
3673,5,79,27,16,714
3674,5,79,27,17,714
3675,5,79,27,18,714
3676,5,79,27,19,714
3677,5,79,27,20,714
3678,5,79,28,1,715
3679,5,79,28,2,715
3680,5,79,28,3,715
3681,5,79,28,4,715
3682,5,79,28,5,715
3683,5,79,28,6,715
3684,5,79,28,7,715
3685,5,79,28,8,715
3686,5,79,28,9,715
3687,5,79,28,10,715
3688,5,79,28,11,715
3689,5,79,28,12,715
3690,5,79,28,13,715
3691,5,79,28,14,715
3692,5,79,28,15,715
3693,5,79,28,16,715
3694,5,79,28,17,715
3695,5,79,28,18,715
3696,5,79,28,19,715
3697,5,79,28,20,715
3698,5,79,29,1,716
3699,5,79,29,2,716
3700,5,79,29,3,716
3701,5,79,29,4,716
3702,5,79,29,5,716
3703,5,79,29,6,716
3704,5,79,29,7,716
3705,5,79,29,8,716
3706,5,79,29,9,716
3707,5,79,29,10,716
3708,5,79,29,11,716
3709,5,79,29,12,716
3710,5,79,29,13,716
3711,5,79,29,14,716
3712,5,79,29,15,716
3713,5,79,29,16,716
3714,5,79,29,17,716
3715,5,79,29,18,716
3716,5,79,29,19,716
3717,5,79,29,20,716
3718,5,79,18,1,717
3719,5,79,18,2,717
3720,5,79,18,3,717
3721,5,79,18,4,717
3722,5,79,18,5,717
3723,5,79,18,6,717
3724,5,79,18,7,717
3725,5,79,18,8,717
3726,5,79,18,9,717
3727,5,79,18,10,717
3728,5,79,18,11,717
3729,5,79,18,12,717
3730,5,79,18,13,717
3731,5,79,18,14,717
3732,5,79,18,15,717
3733,5,79,18,16,717
3734,5,79,18,17,717
3735,5,79,18,18,717
3736,5,79,18,19,717
3737,5,79,18,20,717
3738,5,79,19,1,718
3739,5,79,19,2,718
3740,5,79,19,3,718
3741,5,79,19,4,718
3742,5,79,19,5,718
3743,5,79,19,6,718
3744,5,79,19,7,718
3745,5,79,19,8,718
3746,5,79,19,9,718
3747,5,79,19,10,718
3748,5,79,19,11,718
3749,5,79,19,12,718
3750,5,79,19,13,718
3751,5,79,19,14,718
3752,5,79,19,15,718
3753,5,79,19,16,718
3754,5,79,19,17,718
3755,5,79,19,18,718
3756,5,79,19,19,718
3757,5,79,19,20,718
3758,5,79,20,1,719
3759,5,79,20,2,719
3760,5,79,20,3,719
3761,5,79,20,4,719
3762,5,79,20,5,719
3763,5,79,20,6,719
3764,5,79,20,7,719
3765,5,79,20,8,719
3766,5,79,20,9,719
3767,5,79,20,10,719
3768,5,79,20,11,719
3769,5,79,20,12,719
3770,5,79,20,13,719
3771,5,79,20,14,719
3772,5,79,20,15,719
3773,5,79,20,16,719
3774,5,79,20,17,719
3775,5,79,20,18,719
3776,5,79,20,19,719
3777,5,79,20,20,719
3778,5,79,21,1,720
3779,5,79,21,2,720
3780,5,79,21,3,720
3781,5,79,21,4,720
3782,5,79,21,5,720
3783,5,79,21,6,720
3784,5,79,21,7,720
3785,5,79,21,8,720
3786,5,79,21,9,720
3787,5,79,21,10,720
3788,5,79,21,11,720
3789,5,79,21,12,720
3790,5,79,21,13,720
3791,5,79,21,14,720
3792,5,79,21,15,720
3793,5,79,21,16,720
3794,5,79,21,17,720
3795,5,79,21,18,720
3796,5,79,21,19,720
3797,5,79,21,20,720
3798,5,79,22,1,721
3799,5,79,22,2,721
3800,5,79,22,3,721
3801,5,79,22,4,721
3802,5,79,22,5,721
3803,5,79,22,6,721
3804,5,79,22,7,721
3805,5,79,22,8,721
3806,5,79,22,9,721
3807,5,79,22,10,721
3808,5,79,22,11,721
3809,5,79,22,12,721
3810,5,79,22,13,721
3811,5,79,22,14,721
3812,5,79,22,15,721
3813,5,79,22,16,721
3814,5,79,22,17,721
3815,5,79,22,18,721
3816,5,79,22,19,721
3817,5,79,22,20,721
3818,5,79,23,1,722
3819,5,79,23,2,722
3820,5,79,23,3,722
3821,5,79,23,4,722
3822,5,79,23,5,722
3823,5,79,23,6,722
3824,5,79,23,7,722
3825,5,79,23,8,722
3826,5,79,23,9,722
3827,5,79,23,10,722
3828,5,79,23,11,722
3829,5,79,23,12,722
3830,5,79,23,13,722
3831,5,79,23,14,722
3832,5,79,23,15,722
3833,5,79,23,16,722
3834,5,79,23,17,722
3835,5,79,23,18,722
3836,5,79,23,19,722
3837,5,79,23,20,722
3838,16,47,500,0,723
3839,16,47,600,0,723
3840,16,47,700,0,723
3841,16,47,800,0,723
3842,16,47,900,0,723
3843,16,47,1000,0,723
3844,16,47,1100,0,723
3845,16,47,1200,0,723
3846,16,47,1300,0,723
3847,16,47,1400,0,723
3848,16,47,1500,0,723
3849,16,47,1600,0,723
3850,16,47,1700,0,723
3851,16,47,1800,0,723
3852,16,47,1900,0,723
3853,16,47,2000,0,723
3854,16,47,2100,0,723
3855,16,47,2200,0,723
3856,16,47,2300,0,723
3857,16,47,3000,0,723
3858,5,19,5,0,724
3859,5,19,10,0,725
3860,5,19,15,0,726
3861,5,19,20,0,727
3862,5,19,25,0,728
3863,5,19,30,0,729
3864,5,19,35,0,730
3865,5,19,40,0,731
3866,5,19,45,0,732
3867,5,19,50,0,733
3868,5,19,55,0,734
3869,5,19,60,0,735
3870,5,19,65,0,736
3871,5,19,70,0,737
3872,5,19,75,0,738
3873,5,19,80,0,739
3874,5,19,85,0,740
3875,5,19,90,0,741
3876,5,19,95,0,742
3877,5,19,100,0,743
3878,16,33,47,1,744
3879,16,33,47,1,744
3880,16,33,47,1,744
3881,16,33,47,1,744
3882,16,33,47,1,744
3883,16,33,47,2,745
3884,16,33,47,2,745
3885,16,33,47,2,745
3886,16,33,47,2,745
3887,16,33,47,2,745
3888,16,33,47,3,746
3889,16,33,47,3,746
3890,16,33,47,3,746
3891,16,33,47,3,746
3892,16,33,47,3,746
3893,16,33,47,4,747
3894,16,33,47,4,747
3895,16,33,47,4,747
3896,16,33,47,4,747
3897,16,33,47,4,747
3898,16,33,32,1,748
3899,16,33,32,1,748
3900,16,33,32,1,748
3901,16,33,32,1,748
3902,16,33,32,1,748
3903,16,33,32,2,749
3904,16,33,32,2,749
3905,16,33,32,2,749
3906,16,33,32,2,749
3907,16,33,32,2,749
3908,16,33,32,3,750
3909,16,33,32,3,750
3910,16,33,32,3,750
3911,16,33,32,3,750
3912,16,33,32,3,750
3913,16,33,32,4,751
3914,16,33,32,4,751
3915,16,33,32,4,751
3916,16,33,32,4,751
3917,16,33,32,4,751
3918,16,33,33,1,752
3919,16,33,33,1,752
3920,16,33,33,1,752
3921,16,33,33,1,752
3922,16,33,33,1,752
3923,16,33,33,2,753
3924,16,33,33,2,753
3925,16,33,33,2,753
3926,16,33,33,2,753
3927,16,33,33,2,753
3928,16,33,33,3,754
3929,16,33,33,3,754
3930,16,33,33,3,754
3931,16,33,33,3,754
3932,16,33,33,3,754
3933,16,33,33,4,755
3934,16,33,33,4,755
3935,16,33,33,4,755
3936,16,33,33,4,755
3937,16,33,33,4,755
3938,16,33,34,1,756
3939,16,33,34,1,756
3940,16,33,34,1,756
3941,16,33,34,1,756
3942,16,33,34,1,756
3943,16,33,34,2,757
3944,16,33,34,2,757
3945,16,33,34,2,757
3946,16,33,34,2,757
3947,16,33,34,2,757
3948,16,33,34,3,758
3949,16,33,34,3,758
3950,16,33,34,3,758
3951,16,33,34,3,758
3952,16,33,34,3,758
3953,16,33,34,4,759
3954,16,33,34,4,759
3955,16,33,34,4,759
3956,16,33,34,4,759
3957,16,33,34,4,759
3958,16,33,35,1,760
3959,16,33,35,1,760
3960,16,33,35,1,760
3961,16,33,35,1,760
3962,16,33,35,1,760
3963,16,33,35,2,761
3964,16,33,35,2,761
3965,16,33,35,2,761
3966,16,33,35,2,761
3967,16,33,35,2,761
3968,16,33,35,3,762
3969,16,33,35,3,762
3970,16,33,35,3,762
3971,16,33,35,3,762
3972,16,33,35,3,762
3973,16,33,35,4,763
3974,16,33,35,4,763
3975,16,33,35,4,763
3976,16,33,35,4,763
3977,16,33,35,4,763
3978,16,33,36,1,764
3979,16,33,36,1,764
3980,16,33,36,1,764
3981,16,33,36,1,764
3982,16,33,36,1,764
3983,16,33,36,2,765
3984,16,33,36,2,765
3985,16,33,36,2,765
3986,16,33,36,2,765
3987,16,33,36,2,765
3988,16,33,36,3,766
3989,16,33,36,3,766
3990,16,33,36,3,766
3991,16,33,36,3,766
3992,16,33,36,3,766
3993,16,33,36,4,767
3994,16,33,36,4,767
3995,16,33,36,4,767
3996,16,33,36,4,767
3997,16,33,36,4,767
3998,16,33,37,1,768
3999,16,33,37,1,768
4000,16,33,37,1,768
4001,16,33,37,1,768
4002,16,33,37,1,768
4003,16,33,37,2,769
4004,16,33,37,2,769
4005,16,33,37,2,769
4006,16,33,37,2,769
4007,16,33,37,2,769
4008,16,33,37,3,770
4009,16,33,37,3,770
4010,16,33,37,3,770
4011,16,33,37,3,770
4012,16,33,37,3,770
4013,16,33,37,4,771
4014,16,33,37,4,771
4015,16,33,37,4,771
4016,16,33,37,4,771
4017,16,33,37,4,771
4018,16,33,44,1,772
4019,16,33,44,1,772
4020,16,33,44,1,772
4021,16,33,44,1,772
4022,16,33,44,1,772
4023,16,33,44,2,773
4024,16,33,44,2,773
4025,16,33,44,2,773
4026,16,33,44,2,773
4027,16,33,44,2,773
4028,16,33,44,3,774
4029,16,33,44,3,774
4030,16,33,44,3,774
4031,16,33,44,3,774
4032,16,33,44,3,774
4033,16,33,44,4,775
4034,16,33,44,4,775
4035,16,33,44,4,775
4036,16,33,44,4,775
4037,16,33,44,4,775
4038,16,33,45,1,776
4039,16,33,45,1,776
4040,16,33,45,1,776
4041,16,33,45,1,776
4042,16,33,45,1,776
4043,16,33,45,2,777
4044,16,33,45,2,777
4045,16,33,45,2,777
4046,16,33,45,2,777
4047,16,33,45,2,777
4048,16,33,45,3,778
4049,16,33,45,3,778
4050,16,33,45,3,778
4051,16,33,45,3,778
4052,16,33,45,3,778
4053,16,33,45,4,779
4054,16,33,45,4,779
4055,16,33,45,4,779
4056,16,33,45,4,779
4057,16,33,45,4,779
4058,16,33,46,1,780
4059,16,33,46,1,780
4060,16,33,46,1,780
4061,16,33,46,1,780
4062,16,33,46,1,780
4063,16,33,46,2,781
4064,16,33,46,2,781
4065,16,33,46,2,781
4066,16,33,46,2,781
4067,16,33,46,2,781
4068,16,33,46,3,782
4069,16,33,46,3,782
4070,16,33,46,3,782
4071,16,33,46,3,782
4072,16,33,46,3,782
4073,16,33,46,4,783
4074,16,33,46,4,783
4075,16,33,46,4,783
4076,16,33,46,4,783
4077,16,33,46,4,783
4078,4,46,1,10,784
4079,4,46,1,12,784
4080,4,46,1,14,784
4081,4,46,1,16,784
4082,4,46,1,18,784
4083,4,46,1,20,784
4084,4,46,1,22,784
4085,4,46,1,24,784
4086,4,46,1,26,784
4087,4,46,1,28,784
4088,4,46,1,32,784
4089,4,46,1,34,784
4090,4,46,1,36,784
4091,4,46,1,38,784
4092,4,46,1,40,784
4093,4,46,1,42,784
4094,4,46,1,44,784
4095,4,46,1,46,784
4096,4,46,1,48,784
4097,4,46,1,50,784
4098,4,46,2,10,785
4099,4,46,2,12,785
4100,4,46,2,14,785
4101,4,46,2,16,785
4102,4,46,2,18,785
4103,4,46,2,20,785
4104,4,46,2,22,785
4105,4,46,2,24,785
4106,4,46,2,26,785
4107,4,46,2,28,785
4108,4,46,2,32,785
4109,4,46,2,34,785
4110,4,46,2,36,785
4111,4,46,2,38,785
4112,4,46,2,40,785
4113,4,46,2,42,785
4114,4,46,2,44,785
4115,4,46,2,46,785
4116,4,46,2,48,785
4117,4,46,2,50,785
4118,4,46,3,5,786
4119,4,46,3,6,786
4120,4,46,3,7,786
4121,4,46,3,8,786
4122,4,46,3,9,786
4123,4,46,3,10,786
4124,4,46,3,11,786
4125,4,46,3,12,786
4126,4,46,3,13,786
4127,4,46,3,14,786
4128,4,46,3,15,786
4129,4,46,3,16,786
4130,4,46,3,17,786
4131,4,46,3,18,786
4132,4,46,3,19,786
4133,4,46,3,20,786
4134,4,46,3,21,786
4135,4,46,3,22,786
4136,4,46,3,23,786
4137,4,46,3,25,786
4138,4,46,4,5,787
4139,4,46,4,6,787
4140,4,46,4,7,787
4141,4,46,4,8,787
4142,4,46,4,9,787
4143,4,46,4,10,787
4144,4,46,4,11,787
4145,4,46,4,12,787
4146,4,46,4,13,787
4147,4,46,4,14,787
4148,4,46,4,15,787
4149,4,46,4,16,787
4150,4,46,4,17,787
4151,4,46,4,18,787
4152,4,46,4,19,787
4153,4,46,4,20,787
4154,4,46,4,21,787
4155,4,46,4,22,787
4156,4,46,4,23,787
4157,4,46,4,25,787
4158,4,46,5,5,788
4159,4,46,5,6,788
4160,4,46,5,7,788
4161,4,46,5,8,788
4162,4,46,5,9,788
4163,4,46,5,10,788
4164,4,46,5,11,788
4165,4,46,5,12,788
4166,4,46,5,13,788
4167,4,46,5,14,788
4168,4,46,5,15,788
4169,4,46,5,16,788
4170,4,46,5,17,788
4171,4,46,5,18,788
4172,4,46,5,19,788
4173,4,46,5,20,788
4174,4,46,5,21,788
4175,4,46,5,22,788
4176,4,46,5,23,788
4177,4,46,5,25,788
4178,4,46,6,5,789
4179,4,46,6,6,789
4180,4,46,6,7,789
4181,4,46,6,8,789
4182,4,46,6,9,789
4183,4,46,6,10,789
4184,4,46,6,11,789
4185,4,46,6,12,789
4186,4,46,6,13,789
4187,4,46,6,14,789
4188,4,46,6,15,789
4189,4,46,6,16,789
4190,4,46,6,17,789
4191,4,46,6,18,789
4192,4,46,6,19,789
4193,4,46,6,20,789
4194,4,46,6,21,789
4195,4,46,6,22,789
4196,4,46,6,23,789
4197,4,46,6,25,789
4198,4,46,7,10,790
4199,4,46,7,12,790
4200,4,46,7,14,790
4201,4,46,7,16,790
4202,4,46,7,18,790
4203,4,46,7,20,790
4204,4,46,7,22,790
4205,4,46,7,24,790
4206,4,46,7,26,790
4207,4,46,7,28,790
4208,4,46,7,32,790
4209,4,46,7,34,790
4210,4,46,7,36,790
4211,4,46,7,38,790
4212,4,46,7,40,790
4213,4,46,7,42,790
4214,4,46,7,44,790
4215,4,46,7,46,790
4216,4,46,7,48,790
4217,4,46,7,50,790
4218,4,46,8,5,791
4219,4,46,8,6,791
4220,4,46,8,7,791
4221,4,46,8,8,791
4222,4,46,8,9,791
4223,4,46,8,10,791
4224,4,46,8,11,791
4225,4,46,8,12,791
4226,4,46,8,13,791
4227,4,46,8,14,791
4228,4,46,8,15,791
4229,4,46,8,16,791
4230,4,46,8,17,791
4231,4,46,8,18,791
4232,4,46,8,19,791
4233,4,46,8,20,791
4234,4,46,8,21,791
4235,4,46,8,22,791
4236,4,46,8,23,791
4237,4,46,8,25,791
4238,4,46,9,10,792
4239,4,46,9,12,792
4240,4,46,9,14,792
4241,4,46,9,16,792
4242,4,46,9,18,792
4243,4,46,9,20,792
4244,4,46,9,22,792
4245,4,46,9,24,792
4246,4,46,9,26,792
4247,4,46,9,28,792
4248,4,46,9,32,792
4249,4,46,9,34,792
4250,4,46,9,36,792
4251,4,46,9,38,792
4252,4,46,9,40,792
4253,4,46,9,42,792
4254,4,46,9,44,792
4255,4,46,9,46,792
4256,4,46,9,48,792
4257,4,46,9,50,792
4258,4,46,10,10,793
4259,4,46,10,12,793
4260,4,46,10,14,793
4261,4,46,10,16,793
4262,4,46,10,18,793
4263,4,46,10,20,793
4264,4,46,10,22,793
4265,4,46,10,24,793
4266,4,46,10,26,793
4267,4,46,10,28,793
4268,4,46,10,32,793
4269,4,46,10,34,793
4270,4,46,10,36,793
4271,4,46,10,38,793
4272,4,46,10,40,793
4273,4,46,10,42,793
4274,4,46,10,44,793
4275,4,46,10,46,793
4276,4,46,10,48,793
4277,4,46,10,50,793
4278,4,46,11,10,794
4279,4,46,11,12,794
4280,4,46,11,14,794
4281,4,46,11,16,794
4282,4,46,11,18,794
4283,4,46,11,20,794
4284,4,46,11,22,794
4285,4,46,11,24,794
4286,4,46,11,26,794
4287,4,46,11,28,794
4288,4,46,11,32,794
4289,4,46,11,34,794
4290,4,46,11,36,794
4291,4,46,11,38,794
4292,4,46,11,40,794
4293,4,46,11,42,794
4294,4,46,11,44,794
4295,4,46,11,46,794
4296,4,46,11,48,794
4297,4,46,11,50,794
4298,4,46,12,10,795
4299,4,46,12,12,795
4300,4,46,12,14,795
4301,4,46,12,16,795
4302,4,46,12,18,795
4303,4,46,12,20,795
4304,4,46,12,22,795
4305,4,46,12,24,795
4306,4,46,12,26,795
4307,4,46,12,28,795
4308,4,46,12,32,795
4309,4,46,12,34,795
4310,4,46,12,36,795
4311,4,46,12,38,795
4312,4,46,12,40,795
4313,4,46,12,42,795
4314,4,46,12,44,795
4315,4,46,12,46,795
4316,4,46,12,48,795
4317,4,46,12,50,795
4318,15,34,10,0,796
4319,15,34,12,0,796
4320,15,34,14,0,796
4321,15,34,16,0,796
4322,15,34,18,0,796
4323,15,34,20,0,796
4324,15,34,22,0,796
4325,15,34,24,0,796
4326,15,34,26,0,796
4327,15,34,28,0,796
4328,15,34,32,0,796
4329,15,34,34,0,796
4330,15,34,36,0,796
4331,15,34,38,0,796
4332,15,34,40,0,796
4333,15,34,42,0,796
4334,15,34,44,0,796
4335,15,34,46,0,796
4336,15,34,48,0,796
4337,15,34,50,0,796
4338,4,66,10,0,797
4339,4,66,12,0,797
4340,4,66,14,0,797
4341,4,66,16,0,797
4342,4,66,18,0,797
4343,4,66,20,0,797
4344,4,66,22,0,797
4345,4,66,24,0,797
4346,4,66,26,0,797
4347,4,66,28,0,797
4348,4,66,32,0,797
4349,4,66,34,0,797
4350,4,66,36,0,797
4351,4,66,38,0,797
4352,4,66,40,0,797
4353,4,66,42,0,797
4354,4,66,44,0,797
4355,4,66,46,0,797
4356,4,66,48,0,797
4357,4,66,50,0,797
4358,4,64,2,0,798
4359,4,64,4,0,798
4360,4,64,6,0,798
4361,4,64,8,0,798
4362,4,64,10,0,798
4363,4,64,12,0,798
4364,4,64,14,0,798
4365,4,64,16,0,798
4366,4,64,18,0,798
4367,4,64,20,0,798
4368,4,64,22,0,798
4369,4,64,24,0,798
4370,4,64,26,0,798
4371,4,64,28,0,798
