ID,Name,PartsName,LotRank,Lock,GoldBox,SilverBox,BronzeBox
2036,"【本体】",1589,14,1,0,10,171
2037,head,1568,7,0,0,0,171
2038,hip,1574,7,0,0,0,171
2039,forearm_L,1558,7,0,0,0,171
2040,forearm_R,1559,7,0,0,0,171
2041,"【本体】",1589,14,1,0,5,171
2042,head,1568,7,0,0,0,171
2043,hip,1574,7,0,0,0,171
2044,forearm_L,1558,7,0,0,0,171
2045,forearm_R,1559,7,0,0,0,171
2046,"【本体】",1589,14,1,0,7,171
2047,head,1568,7,0,0,0,171
2048,hip,1574,7,0,0,0,171
2049,forearm_L,1558,7,0,0,0,171
2050,forearm_R,1559,7,0,0,0,171
2051,"【本体】",1589,14,1,0,8,171
2052,head,1568,7,0,0,0,171
2053,hip,1574,7,0,0,0,171
2054,forearm_L,1558,7,0,0,0,171
2055,forearm_R,1559,7,0,0,0,171
2056,"【本体】",1589,14,1,0,9,171
2057,head,1568,7,0,0,0,171
2058,hip,1574,7,0,0,0,171
2059,forearm_L,1558,7,0,0,0,171
2060,forearm_R,1559,7,0,0,0,171
2061,"【本体】",1589,11,0,3,220,171
2062,head,1568,12,0,0,0,171
2063,hip,1574,12,0,0,0,171
2064,forearm_L,1558,12,0,0,0,171
2065,forearm_R,1559,12,0,0,0,171
2066,"【本体】",1589,2,0,3,46,172
2067,head,1568,7,0,0,0,172
2068,tail,1625,7,0,0,0,172
2069,forearm_L,1558,7,0,0,0,172
2070,forearm_R,1559,7,0,0,0,172
2071,"【本体】",1589,11,0,3,221,172
2072,head,1568,12,0,0,0,172
2073,tail,1625,12,0,0,0,172
2074,forearm_L,1558,12,0,0,0,172
2075,forearm_R,1559,12,0,0,0,172
2076,"【本体】",1589,2,0,3,46,173
2077,head,1568,7,0,0,0,173
2078,hip,1574,7,0,0,0,173
2079,forearm_L,1558,7,0,0,0,173
2080,forearm_R,1559,7,0,0,0,173
2081,"【本体】",1589,11,0,3,222,173
2082,head,1568,12,0,0,0,173
2083,hip,1574,12,0,0,0,173
2084,forearm_L,1558,12,0,0,0,173
2085,forearm_R,1559,12,0,0,0,173
2086,"【本体】",1589,2,0,3,46,174
2087,head,1568,7,0,0,0,174
2088,tail,1625,7,0,0,0,174
2089,forearm_L,1558,7,0,0,0,174
2090,forearm_R,1559,7,0,0,0,174
2091,"【本体】",1589,11,0,3,223,174
2092,head,1568,12,0,0,0,174
2093,tail,1625,12,0,0,0,174
2094,forearm_L,1558,12,0,0,0,174
2095,forearm_R,1559,12,0,0,0,174
2096,"【本体】",1589,2,0,6,312,175
2097,horn_L,1576,7,0,0,0,175
2098,horn_R,1578,7,0,0,0,175
2099,back,1511,7,0,0,0,175
2100,back_weak,1512,7,0,0,0,175
2101,"【本体】",1589,11,0,6,490,175
2102,horn_L,1576,12,0,0,0,175
2103,horn_R,1578,12,0,0,0,175
2104,back,1511,12,0,0,0,175
2105,back_weak,1512,12,0,0,0,175
2106,"【本体】",1589,2,0,6,312,176
2107,horn_L,1576,7,0,0,0,176
2108,horn_R,1578,7,0,0,0,176
2109,back,1511,7,0,0,0,176
2110,"【本体】",1589,11,0,6,491,176
2111,horn_L,1576,12,0,0,0,176
2112,horn_R,1578,12,0,0,0,176
2113,back,1511,12,0,0,0,176
2114,"【本体】",1589,2,0,6,312,177
2115,horn_L,1576,7,0,0,0,177
2116,horn_R,1578,7,0,0,0,177
2117,back,1511,7,0,0,0,177
2118,back_weak,1512,7,0,0,0,177
2119,"【本体】",1589,11,0,6,492,177
2120,horn_L,1576,12,0,0,0,177
2121,horn_R,1578,12,0,0,0,177
2122,back,1511,12,0,0,0,177
2123,back_weak,1512,12,0,0,0,177
2124,"【本体】",1589,2,0,6,312,178
2125,horn_L,1576,7,0,0,0,178
2126,horn_R,1578,7,0,0,0,178
2127,back,1511,7,0,0,0,178
2128,"【本体】",1589,11,0,6,493,178
2129,horn_L,1576,12,0,0,0,178
2130,horn_R,1578,12,0,0,0,178
2131,back,1511,12,0,0,0,178
2132,"【本体】",1589,2,0,3,46,179
2133,head,1568,7,0,0,0,179
2134,hip,1574,7,0,0,0,179
2135,"【本体】",1589,22,0,3,46,179
2136,head,1568,7,0,0,0,179
2137,hip,1574,7,0,0,0,179
2138,"【本体】",1589,11,0,3,228,179
2139,head,1568,12,0,0,0,179
2140,hip,1574,12,0,0,0,179
2141,"【本体】",1589,2,0,3,46,180
2142,head,1568,7,0,0,0,180
2143,hip,1574,7,0,0,0,180
2144,"【本体】",1589,11,0,3,229,180
2145,head,1568,12,0,0,0,180
2146,hip,1574,12,0,0,0,180
2147,"【本体】",1589,2,0,3,46,181
2148,head,1568,7,0,0,0,181
2149,hip,1574,7,0,0,0,181
2150,"【本体】",1589,11,0,3,230,181
2151,head,1568,12,0,0,0,181
2152,hip,1574,12,0,0,0,181
2153,"【本体】",1589,2,0,3,46,182
2154,head,1568,7,0,0,0,182
2155,hip,1574,7,0,0,0,182
2156,"【本体】",1589,11,0,3,231,182
2157,head,1568,12,0,0,0,182
2158,hip,1574,12,0,0,0,182
2159,"【本体】",1589,2,0,3,46,183
2160,head,1568,7,0,0,0,183
2161,hip,1574,7,0,0,0,183
2162,"【本体】",1589,11,0,3,232,183
2163,head,1568,12,0,0,0,183
2164,hip,1574,12,0,0,0,183
2165,"【本体】",1589,2,0,3,46,184
2166,head,1568,7,0,0,0,184
2167,hip,1574,7,0,0,0,184
2168,"【本体】",1589,11,0,3,233,184
2169,head,1568,12,0,0,0,184
2170,hip,1574,12,0,0,0,184
2171,"【本体】",1589,2,0,3,46,185
2172,head,1568,7,0,0,0,185
2173,hip,1574,7,0,0,0,185
2174,"【本体】",1589,11,0,3,234,185
2175,head,1568,12,0,0,0,185
2176,hip,1574,12,0,0,0,185
2177,"【本体】",1589,2,0,3,46,186
2178,head,1568,7,0,0,0,186
2179,hip,1574,7,0,0,0,186
2180,"【本体】",1589,11,0,3,235,186
2181,head,1568,12,0,0,0,186
2182,hip,1574,12,0,0,0,186
2183,"【本体】",1589,17,0,8,314,187
2184,neck,1598,12,0,0,0,187
2185,head,1568,12,0,0,0,187
2186,tail,1625,12,0,0,0,187
2187,body,1524,12,0,0,0,187
2188,forefoot_L,1560,12,0,0,0,187
2189,forefoot_R,1561,12,0,0,0,187
2190,backfoot_L,1513,12,0,0,0,187
2191,backfoot_R,1514,12,0,0,0,187
2192,"【本体】",1589,11,0,8,505,187
2193,neck,1598,12,0,0,0,187
2194,head,1568,12,0,0,0,187
2195,tail,1625,12,0,0,0,187
2196,body,1524,12,0,0,0,187
2197,forefoot_L,1560,12,0,0,0,187
2198,forefoot_R,1561,12,0,0,0,187
2199,backfoot_L,1513,12,0,0,0,187
2200,backfoot_R,1514,12,0,0,0,187
2201,"【本体】",1589,17,0,8,314,188
2202,neck,1598,12,0,0,0,188
2203,eye,1548,12,0,0,0,188
2204,hip,1574,12,0,0,0,188
2205,back,1511,12,0,0,0,188
2206,forefoot_L,1560,12,0,0,0,188
2207,forefoot_R,1561,12,0,0,0,188
2208,backfoot_L,1513,12,0,0,0,188
2209,backfoot_R,1514,12,0,0,0,188
2210,"【本体】",1589,11,0,8,506,188
2211,neck,1598,12,0,0,0,188
2212,eye,1548,12,0,0,0,188
2213,hip,1574,12,0,0,0,188
2214,back,1511,12,0,0,0,188
2215,forefoot_L,1560,12,0,0,0,188
2216,forefoot_R,1561,12,0,0,0,188
2217,backfoot_L,1513,12,0,0,0,188
2218,backfoot_R,1514,12,0,0,0,188
2219,"【本体】",1589,17,0,8,314,189
2220,neck,1598,12,0,0,0,189
2221,head,1568,12,0,0,0,189
2222,tail,1625,12,0,0,0,189
2223,body,1524,12,0,0,0,189
2224,forefoot_L,1560,12,0,0,0,189
2225,forefoot_R,1561,12,0,0,0,189
2226,backfoot_L,1513,12,0,0,0,189
2227,backfoot_R,1514,12,0,0,0,189
2228,"【本体】",1589,11,0,8,507,189
2229,neck,1598,12,0,0,0,189
2230,head,1568,12,0,0,0,189
2231,tail,1625,12,0,0,0,189
2232,body,1524,12,0,0,0,189
2233,forefoot_L,1560,12,0,0,0,189
2234,forefoot_R,1561,12,0,0,0,189
2235,backfoot_L,1513,12,0,0,0,189
2236,backfoot_R,1514,12,0,0,0,189
2237,"【本体】",1589,17,0,8,314,190
2238,neck,1598,12,0,0,0,190
2239,eye,1548,12,0,0,0,190
2240,hip,1574,12,0,0,0,190
2241,back,1511,12,0,0,0,190
2242,forefoot_L,1560,12,0,0,0,190
2243,forefoot_R,1561,12,0,0,0,190
2244,backfoot_L,1513,12,0,0,0,190
2245,backfoot_R,1514,12,0,0,0,190
2246,"【本体】",1589,11,0,8,508,190
2247,neck,1598,12,0,0,0,190
2248,eye,1548,12,0,0,0,190
2249,hip,1574,12,0,0,0,190
2250,back,1511,12,0,0,0,190
2251,forefoot_L,1560,12,0,0,0,190
2252,forefoot_R,1561,12,0,0,0,190
2253,backfoot_L,1513,12,0,0,0,190
2254,backfoot_R,1514,12,0,0,0,190
2255,"【本体】",1589,11,0,123,509,191
2256,neck,1598,1,0,0,0,1
2257,head,1568,12,0,0,0,191
2258,tail,1625,12,0,0,0,191
2259,body,1524,12,0,0,0,191
2260,forefoot_L,1560,12,0,0,0,191
2261,forefoot_R,1561,12,0,0,0,191
2262,backfoot_L,1513,12,0,0,0,191
2263,backfoot_R,1514,12,0,0,0,191
2264,"【本体】",1589,3,0,6,312,192
2265,Horn,1568,7,0,0,0,192
2266,hip,1574,7,0,0,0,192
2267,"【本体】",1589,11,0,6,510,192
2268,Horn,1568,12,0,0,0,192
2269,hip,1574,12,0,0,0,192
2270,"【本体】",1589,3,0,6,312,193
2271,Horn,1568,7,0,0,0,193
2272,hip,1574,7,0,0,0,193
2273,"【本体】",1589,11,0,6,511,193
2274,Horn,1568,12,0,0,0,193
2275,hip,1574,12,0,0,0,193
2276,"【本体】",1589,3,0,6,312,194
2277,Horn,1568,7,0,0,0,194
2278,hip,1574,7,0,0,0,194
2279,"【本体】",1589,11,0,6,512,194
2280,Horn,1568,12,0,0,0,194
2281,hip,1574,12,0,0,0,194
2282,"【本体】",1589,3,0,6,312,195
2283,Horn,1568,7,0,0,0,195
2284,hip,1574,7,0,0,0,195
2285,"【本体】",1589,23,0,6,312,195
2286,Horn,1568,7,0,0,0,195
2287,hip,1574,7,0,0,0,195
2288,"【本体】",1589,11,0,6,513,195
2289,Horn,1568,12,0,0,0,195
2290,hip,1574,12,0,0,0,195
2291,"【本体】",1589,3,0,6,312,196
2292,Horn,1568,7,0,0,0,196
2293,hip,1574,7,0,0,0,196
2294,"【本体】",1589,11,0,6,514,196
2295,Horn,1568,12,0,0,0,196
2296,hip,1574,12,0,0,0,196
2297,"【本体】",1589,3,0,6,312,197
2298,Horn,1568,7,0,0,0,197
2299,hip,1574,7,0,0,0,197
2300,"【本体】",1589,22,0,6,312,197
2301,Horn,1568,7,0,0,0,197
2302,hip,1574,7,0,0,0,197
2303,"【本体】",1589,11,0,6,515,197
2304,Horn,1568,12,0,0,0,197
2305,hip,1574,12,0,0,0,197
2306,"【本体】",1589,3,0,6,312,198
2307,Horn,1568,7,0,0,0,198
2308,hip,1574,7,0,0,0,198
2309,"【本体】",1589,11,0,6,516,198
2310,Horn,1568,12,0,0,0,198
2311,hip,1574,12,0,0,0,198
2312,"【本体】",1589,3,0,6,312,204
2313,head_1,1627,7,0,0,0,204
2314,head_2,1628,7,0,0,0,204
2315,body,1521,7,0,0,0,204
2316,hip,1511,7,0,0,0,204
2317,"【本体】",1589,11,0,6,522,204
2318,head_1,1627,12,0,0,0,204
2319,head_2,1628,12,0,0,0,204
2320,body,1521,12,0,0,0,204
2321,hip,1511,12,0,0,0,204
2322,"【本体】",1589,3,0,6,312,205
2323,head,1568,7,0,0,0,205
2324,back,1511,7,0,0,0,205
2325,forefoot_L,1560,7,0,0,0,205
2326,forefoot_R,1561,7,0,0,0,205
2327,backfoot_L,1513,7,0,0,0,205
2328,backfoot_R,1514,7,0,0,0,205
2329,"【本体】",1589,11,0,6,523,205
2330,head,1568,12,0,0,0,205
2331,back,1511,12,0,0,0,205
2332,forefoot_L,1560,12,0,0,0,205
2333,forefoot_R,1561,12,0,0,0,205
2334,backfoot_L,1513,12,0,0,0,205
2335,backfoot_R,1514,12,0,0,0,205
2336,"【本体】",1589,3,0,6,312,206
2337,head,1568,7,0,0,0,206
2338,back,1511,7,0,0,0,206
2339,forefoot_L,1560,7,0,0,0,206
2340,forefoot_R,1561,7,0,0,0,206
2341,backfoot_L,1513,7,0,0,0,206
2342,backfoot_R,1514,7,0,0,0,206
2343,"【本体】",1589,11,0,6,524,206
2344,head,1568,12,0,0,0,206
2345,back,1511,12,0,0,0,206
2346,forefoot_L,1560,12,0,0,0,206
2347,forefoot_R,1561,12,0,0,0,206
2348,backfoot_L,1513,12,0,0,0,206
2349,backfoot_R,1514,12,0,0,0,206
2350,"【本体】",1589,3,0,6,312,207
2351,head_1,1627,7,0,0,0,207
2352,head_2,1628,7,0,0,0,207
2353,body,1521,7,0,0,0,207
2354,hip,1511,7,0,0,0,207
2355,"【本体】",1589,11,0,6,525,207
2356,head_1,1627,12,0,0,0,207
2357,head_2,1628,12,0,0,0,207
2358,body,1521,12,0,0,0,207
2359,hip,1511,12,0,0,0,207
2360,"【本体】",1589,2,0,3,46,208
2361,head1,1570,7,0,0,0,208
2362,head2,1571,7,0,0,0,208
2363,"【本体】",1589,11,0,3,260,208
2364,head1,1570,12,0,0,0,208
2365,head2,1571,12,0,0,0,208
2366,"【本体】",1589,2,0,3,46,209
2367,head1,1570,7,0,0,0,209
2368,head2,1571,7,0,0,0,209
2369,"【本体】",1589,11,0,3,261,209
2370,head1,1570,12,0,0,0,209
2371,head2,1571,12,0,0,0,209
2372,"【本体】",1589,2,0,3,46,210
2373,head1,1570,7,0,0,0,210
2374,head2,1571,7,0,0,0,210
2375,"【本体】",1589,11,0,3,262,210
2376,head1,1570,12,0,0,0,210
2377,head2,1571,12,0,0,0,210
2378,"【本体】",1589,2,0,3,46,211
2379,head1,1570,7,0,0,0,211
2380,head2,1571,7,0,0,0,211
2381,"【本体】",1589,11,0,3,263,211
2382,head1,1570,12,0,0,0,211
2383,head2,1571,12,0,0,0,211
2384,"【本体】",1589,2,0,3,46,212
2385,head1,1570,7,0,0,0,212
2386,head2,1571,7,0,0,0,212
2387,"【本体】",1589,11,0,3,264,212
2388,head1,1570,12,0,0,0,212
2389,head2,1571,12,0,0,0,212
2390,"【本体】",1589,2,0,3,46,213
2391,head1,1570,7,0,0,0,213
2392,head2,1571,7,0,0,0,213
2393,"【本体】",1589,11,0,3,265,213
2394,head1,1570,12,0,0,0,213
2395,head2,1571,12,0,0,0,213
2396,"【本体】",1589,2,0,3,46,214
2397,head1,1570,7,0,0,0,214
2398,head2,1571,7,0,0,0,214
2399,"【本体】",1589,11,0,3,266,214
2400,head1,1570,12,0,0,0,214
2401,head2,1571,12,0,0,0,214
2402,"【本体】",1589,2,0,3,46,215
2403,Horn,1577,7,0,0,0,215
2404,Back,1511,7,0,0,0,215
2405,Tail,1625,7,0,0,0,215
2406,"【本体】",1589,11,0,3,267,215
2407,Horn,1577,12,0,0,0,215
2408,Back,1511,12,0,0,0,215
2409,Tail,1625,12,0,0,0,215
2410,"【本体】",1589,2,0,3,46,216
2411,Horn,1577,7,0,0,0,216
2412,Back,1511,7,0,0,0,216
2413,Tail,1625,7,0,0,0,216
2414,"【本体】",1589,11,0,3,268,216
2415,Horn,1577,12,0,0,0,216
2416,Back,1511,12,0,0,0,216
2417,Tail,1625,12,0,0,0,216
2418,"【本体】",1589,2,0,3,46,217
2419,Horn,1577,7,0,0,0,217
2420,Back,1511,7,0,0,0,217
2421,Tail,1625,7,0,0,0,217
2422,"【本体】",1589,11,0,3,269,217
2423,Horn,1577,12,0,0,0,217
2424,Back,1511,12,0,0,0,217
2425,Tail,1625,12,0,0,0,217
2426,"【本体】",1589,2,0,3,46,218
2427,Horn,1577,7,0,0,0,218
2428,Back,1511,7,0,0,0,218
2429,Tail,1625,7,0,0,0,218
2430,"【本体】",1589,14,1,0,18,218
2431,Horn,1577,7,0,0,0,218
2432,Back,1511,7,0,0,0,218
2433,Tail,1625,7,0,0,0,218
2434,"【本体】",1589,11,0,3,270,218
2435,Horn,1577,12,0,0,0,218
2436,Back,1511,12,0,0,0,218
2437,Tail,1625,12,0,0,0,218
2438,"【本体】",1589,17,0,6,312,219
2439,head,1568,12,0,0,0,219
2440,back,1511,12,0,0,0,219
2441,tail,1625,12,0,0,0,219
2442,"【本体】",1589,11,0,6,537,219
2443,head,1568,12,0,0,0,219
2444,back,1511,12,0,0,0,219
2445,tail,1625,12,0,0,0,219
2446,"【本体】",1589,17,0,6,312,220
2447,head,1568,12,0,0,0,220
2448,back,1511,12,0,0,0,220
2449,tail,1625,12,0,0,0,220
2450,"【本体】",1589,11,0,6,538,220
2451,head,1568,12,0,0,0,220
2452,back,1511,12,0,0,0,220
2453,tail,1625,12,0,0,0,220
2454,"【本体】",1589,17,0,6,312,221
2455,head,1568,12,0,0,0,221
2456,back,1511,12,0,0,0,221
2457,tail,1625,12,0,0,0,221
2458,"【本体】",1589,11,0,6,539,221
2459,head,1568,12,0,0,0,221
2460,back,1511,12,0,0,0,221
2461,tail,1625,12,0,0,0,221
2462,"【本体】",1589,17,0,8,314,223
2463,Face,1549,12,0,0,0,223
2464,Rscale,1610,12,0,0,0,223
2465,Rscale_Weak,1611,12,0,0,0,223
2466,Tail,1625,12,0,0,0,223
2467,Face,1549,12,0,0,0,223
2468,Rscale,1610,12,0,0,0,223
2469,Rscale_Weak,1611,12,0,0,0,223
2470,Tail,1625,12,0,0,0,223
2471,"【本体】",1589,14,1,0,22,223
2472,Face,1549,12,0,0,0,223
2473,Rscale,1610,12,0,0,0,223
2474,Rscale_Weak,1611,12,0,0,0,223
2475,Tail,1625,12,0,0,0,223
2476,Face,1549,12,0,0,0,223
2477,Rscale,1610,12,0,0,0,223
2478,Rscale_Weak,1611,12,0,0,0,223
2479,Tail,1625,12,0,0,0,223
2480,"【本体】",1589,11,0,8,541,223
2481,Face,1549,12,0,0,0,223
2482,Rscale,1610,10,0,12,0,223
2483,Rscale_Weak,1611,12,0,0,0,223
2484,Tail,1625,12,0,0,0,223
2485,Face,1549,12,0,0,0,223
2486,Rscale,1610,12,0,0,0,223
2487,Rscale_Weak,1611,12,0,0,0,223
2488,Tail,1625,12,0,0,0,223
2489,"【本体】",1589,17,0,8,314,225
2490,Face,1549,12,0,0,0,225
2491,Rscale,1610,12,0,0,0,225
2492,Rscale_Weak,1611,12,0,0,0,225
2493,Tail,1625,12,0,0,0,225
2494,Face,1549,12,0,0,0,225
2495,Rscale,1610,12,0,0,0,225
2496,Rscale_Weak,1611,12,0,0,0,225
2497,Tail,1625,12,0,0,0,225
2498,"【本体】",1589,11,0,8,543,225
2499,Face,1549,12,0,0,0,225
2500,Rscale,1610,12,0,0,0,225
2501,Rscale_Weak,1611,12,0,0,0,225
2502,Tail,1625,12,0,0,0,225
2503,Face,1549,12,0,0,0,225
2504,Rscale,1610,12,0,0,0,225
2505,Rscale_Weak,1611,12,0,0,0,225
2506,Tail,1625,12,0,0,0,225
2507,"【本体】",1589,2,0,1,44,226
2508,head,1568,7,0,0,0,226
2509,"【本体】",1589,11,0,1,278,226
2510,head,1568,12,0,0,0,226
2511,"【本体】",1589,2,0,1,44,227
2512,head,1568,7,0,0,0,227
2513,"【本体】",1589,11,0,1,279,227
2514,head,1568,12,0,0,0,227
2515,"【本体】",1589,2,0,1,44,228
2516,head,1568,7,0,0,0,228
2517,"【本体】",1589,11,0,1,280,228
2518,head,1568,12,0,0,0,228
2519,"【本体】",1589,2,0,1,44,229
2520,head,1568,7,0,0,0,229
2521,"【本体】",1589,11,0,1,281,229
2522,head,1568,12,0,0,0,229
2523,"【本体】",1589,17,0,6,312,230
2524,head,1568,12,0,0,0,230
2525,feelerA,1552,12,0,0,0,230
2526,feelerB,1553,12,0,0,0,230
2527,feelerC,1554,12,0,0,0,230
2528,feelerD,1555,12,0,0,0,230
2529,"【本体】",1589,11,0,6,548,230
2530,head,1568,12,0,0,0,230
2531,feelerA,1552,12,0,0,0,230
2532,feelerB,1553,12,0,0,0,230
2533,feelerC,1554,12,0,0,0,230
2534,feelerD,1555,12,0,0,0,230
2535,"【本体】",1589,17,0,6,312,231
2536,head,1568,12,0,0,0,231
2537,feelerA,1552,12,0,0,0,231
2538,feelerB,1553,12,0,0,0,231
2539,feelerC,1554,12,0,0,0,231
2540,feelerD,1555,12,0,0,0,231
2541,"【本体】",1589,11,0,6,549,231
2542,head,1568,12,0,0,0,231
2543,feelerA,1552,12,0,0,0,231
2544,feelerB,1553,12,0,0,0,231
2545,feelerC,1554,12,0,0,0,231
2546,feelerD,1555,12,0,0,0,231
2547,"【本体】",1589,2,0,3,46,237
2548,face,1549,7,0,0,0,237
2549,tail,1625,7,0,0,0,237
2550,"【本体】",1589,11,0,3,288,237
2551,face,1549,12,0,0,0,237
2552,tail,1625,12,0,0,0,237
2553,"【本体】",1589,2,0,3,46,238
2554,face,1549,7,0,0,0,238
2555,tail,1625,7,0,0,0,238
2556,"【本体】",1589,11,0,3,289,238
2557,face,1549,12,0,0,0,238
2558,tail,1625,12,0,0,0,238
2559,"【本体】",1589,2,0,3,46,239
2560,face,1549,7,0,0,0,239
2561,tail,1625,7,0,0,0,239
2562,"【本体】",1589,11,0,3,290,239
2563,face,1549,12,0,0,0,239
2564,tail,1625,12,0,0,0,239
2565,"【本体】",1589,2,0,1,44,240
2566,ear_L,1658,7,0,0,0,240
2567,ear_R,1658,7,0,0,0,240
2568,tail,1625,7,0,0,0,240
2569,"【本体】",1589,14,1,0,13,240
2570,ear_L,1658,7,0,0,0,240
2571,ear_R,1658,7,0,0,0,240
2572,tail,1625,7,0,0,0,240
2573,"【本体】",1589,11,0,1,291,240
2574,ear_L,1658,12,0,0,0,240
2575,ear_R,1658,12,0,0,0,240
2576,tail,1625,12,0,0,0,240
2577,"【本体】",1589,2,0,1,44,241
2578,ear_L,1658,7,0,0,0,241
2579,ear_R,1658,7,0,0,0,241
2580,tail,1625,7,0,0,0,241
2581,"【本体】",1589,11,0,1,292,241
2582,ear_L,1658,12,0,0,0,241
2583,ear_R,1658,12,0,0,0,241
2584,tail,1625,12,0,0,0,241
2585,"【本体】",1589,2,0,1,44,242
2586,ear_L,1658,7,0,0,0,242
2587,ear_R,1658,7,0,0,0,242
2588,tail,1625,7,0,0,0,242
2589,"【本体】",1589,11,0,1,293,242
2590,ear_L,1658,12,0,0,0,242
2591,ear_R,1658,12,0,0,0,242
2592,tail,1625,12,0,0,0,242
2593,"【本体】",1589,2,0,1,44,243
2594,ear_L,1658,7,0,0,0,243
2595,ear_R,1658,7,0,0,0,243
2596,tail,1625,7,0,0,0,243
2597,"【本体】",1589,11,0,1,294,243
2598,ear_L,1658,12,0,0,0,243
2599,ear_R,1658,12,0,0,0,243
2600,tail,1625,12,0,0,0,243
2601,"【本体】",1589,2,0,1,44,244
2602,ear_L,1658,7,0,0,0,244
2603,ear_R,1658,7,0,0,0,244
2604,tail,1625,7,0,0,0,244
2605,"【本体】",1589,11,0,1,295,244
2606,ear_L,1658,12,0,0,0,244
2607,ear_R,1658,12,0,0,0,244
2608,tail,1625,12,0,0,0,244
2609,"【本体】",1589,2,0,3,46,245
2610,wing_L,1647,7,0,0,0,245
2611,wing_R,1651,7,0,0,0,245
2612,ball,1517,7,0,0,0,245
2613,"【本体】",1589,11,0,3,296,245
2614,wing_L,1647,12,0,0,0,245
2615,wing_R,1651,12,0,0,0,245
2616,ball,1517,12,0,0,0,245
2617,"【本体】",1589,11,0,3,296,245
2618,wing_L,1647,12,0,0,0,245
2619,wing_R,1651,12,0,0,0,245
2620,ball,1517,12,0,0,0,245
2621,"【本体】",1589,2,0,3,46,246
2622,wing_L,1647,7,0,0,0,246
2623,wing_R,1651,7,0,0,0,246
2624,ball,1517,7,0,0,0,246
2625,"【本体】",1589,11,0,3,297,246
2626,wing_L,1647,12,0,0,0,246
2627,wing_R,1651,12,0,0,0,246
2628,ball,1517,12,0,0,0,246
2629,"【本体】",1589,2,0,3,46,247
2630,wing_L,1647,7,0,0,0,247
2631,wing_R,1651,7,0,0,0,247
2632,ball,1517,7,0,0,0,247
2633,"【本体】",1589,11,0,3,298,247
2634,wing_L,1647,12,0,0,0,247
2635,wing_R,1651,12,0,0,0,247
2636,ball,1517,12,0,0,0,247
2637,"【本体】",1589,2,0,3,46,248
2638,wing_L,1647,7,0,0,0,248
2639,wing_R,1651,7,0,0,0,248
2640,ball,1517,7,0,0,0,248
2641,"【本体】",1589,11,0,3,299,248
2642,wing_L,1647,12,0,0,0,248
2643,wing_R,1651,12,0,0,0,248
2644,ball,1517,12,0,0,0,248
2645,"【本体】",1589,2,0,3,46,249
2646,wing_L,1647,7,0,0,0,249
2647,wing_R,1651,7,0,0,0,249
2648,ball,1517,7,0,0,0,249
2649,"【本体】",1589,11,0,3,300,249
2650,wing_L,1647,12,0,0,0,249
2651,wing_R,1651,12,0,0,0,249
2652,ball,1517,12,0,0,0,249
2653,"【本体】",1589,2,0,3,46,250
2654,wing_L,1647,7,0,0,0,250
2655,wing_R,1651,7,0,0,0,250
2656,ball,1517,7,0,0,0,250
2657,"【本体】",1589,11,0,11,301,250
2658,wing_L,1647,12,0,0,0,250
2659,wing_R,1651,12,0,0,0,250
2660,ball,1517,12,0,0,0,250
2661,"【本体】",1589,2,0,3,46,251
2662,wing_L,1647,7,0,0,0,251
2663,wing_R,1651,7,0,0,0,251
2664,ball,1517,7,0,0,0,251
2665,"【本体】",1589,11,0,3,302,251
2666,wing_L,1647,12,0,0,0,251
2667,wing_R,1651,12,0,0,0,251
2668,ball,1517,12,0,0,0,251
2669,"【本体】",1589,2,0,3,46,252
2670,wing_L,1647,7,0,0,0,252
2671,wing_R,1651,7,0,0,0,252
2672,ball,1517,7,0,0,0,252
2673,"【本体】",1589,11,0,3,303,252
2674,wing_L,1647,12,0,0,0,252
2675,wing_R,1651,12,0,0,0,252
2676,ball,1517,12,0,0,0,252
2677,"【本体】",1589,2,0,3,46,253
2678,wing_L,1647,7,0,0,0,253
2679,wing_R,1651,7,0,0,0,253
2680,ball,1517,7,0,0,0,253
2681,"【本体】",1589,11,0,3,304,253
2682,wing_L,1647,12,0,0,0,253
2683,wing_R,1651,12,0,0,0,253
2684,ball,1517,12,0,0,0,253
2685,"【本体】",1589,2,0,3,46,254
2686,wing_L,1647,7,0,0,0,254
2687,wing_R,1651,7,0,0,0,254
2688,ball,1517,7,0,0,0,254
2689,"【本体】",1589,11,0,3,305,254
2690,wing_L,1647,12,0,0,0,254
2691,wing_R,1651,12,0,0,0,254
2692,ball,1517,12,0,0,0,254
2693,"【本体】",1589,3,0,6,312,255
2694,bumpF,1527,7,0,0,0,255
2695,bumpB,1526,7,0,0,0,255
2696,head,1568,7,0,0,0,255
2697,"【本体】",1589,11,0,6,572,255
2698,bumpF,1527,12,0,0,0,255
2699,bumpB,1526,12,0,0,0,255
2700,head,1568,12,0,0,0,255
2701,"【本体】",1589,3,0,6,312,256
2702,bumpF,1527,7,0,0,0,256
2703,bumpB,1526,7,0,0,0,256
2704,head,1568,7,0,0,0,256
2705,"【本体】",1589,14,1,0,24,256
2706,bumpF,1527,7,0,0,0,256
2707,bumpB,1526,7,0,0,0,256
2708,head,1568,7,0,0,0,256
2709,"【本体】",1589,11,0,6,573,256
2710,bumpF,1527,12,0,0,0,256
2711,bumpB,1526,12,0,0,0,256
2712,head,1568,12,0,0,0,256
2713,"【本体】",1589,3,0,6,312,257
2714,head,1568,7,0,0,0,257
2715,back,1511,7,0,0,0,257
2716,tail,1625,7,0,0,0,257
